,﻿Layer,Name,GEOID,INC_2020-2024,INC_2020-2024_moe,properties.area_id,properties.city,properties.state,properties.city_survey,properties.cat,properties.grade,properties.label,properties.res,properties.com,properties.ind,properties.fill,properties.GISJOIN,properties.calc_area,properties.pct_tract
1176,Census tract,Tract 4111,17031411100,"$117,500","$33,583",1500,Chicago,IL,True,Definitely Declining,C,C215,True,False,False,#ffff00,G1700310411100,145144.05729,0.51229
1177,Census tract,Tract 4111,17031411100,"$117,500","$33,583",1503,Chicago,IL,True,Definitely Declining,C,C216,True,False,False,#ffff00,G1700310411100,3583.9234,0.01265
1178,Census tract,Tract 4111,17031411100,"$117,500","$33,583",1508,Chicago,IL,True,Definitely Declining,C,C218,True,False,False,#ffff00,G1700310411100,5281.14845,0.01864
1179,Census tract,Tract 4111,17031411100,"$117,500","$33,583",1501,Chicago,IL,True,Hazardous,D,D77,True,False,False,#d9838d,G1700310411100,30442.97247,0.10745
1180,Census tract,Tract 4112,17031411200,"$101,071","$58,166",1500,Chicago,IL,True,Definitely Declining,C,C215,True,False,False,#ffff00,G1700310411200,312419.40064,0.77525
1181,Census tract,Tract 4202,17031420200,"$44,375","$12,000",1503,Chicago,IL,True,Definitely Declining,C,C216,True,False,False,#ffff00,G1700310420200,87565.60928,0.31582
1182,Census tract,Tract 4202,17031420200,"$44,375","$12,000",1504,Chicago,IL,True,Definitely Declining,C,C217,True,False,False,#ffff00,G1700310420200,176322.8122,0.63594
1183,Census tract,Tract 4202,17031420200,"$44,375","$12,000",1505,Chicago,IL,True,Definitely Declining,C,C219,True,False,False,#ffff00,G1700310420200,4348.37023,0.01568
1184,Census tract,Tract 4203,17031420300,"$42,973","$3,008",1503,Chicago,IL,True,Definitely Declining,C,C216,True,False,False,#ffff00,G1700310420300,79191.85015,0.32307
1185,Census tract,Tract 4203,17031420300,"$42,973","$3,008",1504,Chicago,IL,True,Definitely Declining,C,C217,True,False,False,#ffff00,G1700310420300,157827.1609,0.64388
1186,Census tract,Tract 4204,17031420400,"$37,946","$9,198",1503,Chicago,IL,True,Definitely Declining,C,C216,True,False,False,#ffff00,G1700310420400,78206.62163,0.31905
1187,Census tract,Tract 4204,17031420400,"$37,946","$9,198",1504,Chicago,IL,True,Definitely Declining,C,C217,True,False,False,#ffff00,G1700310420400,143175.84319,0.58409
1188,Census tract,Tract 4204,17031420400,"$37,946","$9,198",1518,Chicago,IL,True,Hazardous,D,D78,True,False,False,#d9838d,G1700310420400,15201.20874,0.06201
1189,Census tract,Tract 4205,17031420500,"$22,309","$5,571",1518,Chicago,IL,True,Hazardous,D,D78,True,False,False,#d9838d,G1700310420500,239315.08637,0.97291
1190,Census tract,Tract 4206,17031420600,"$52,989","$35,399",1518,Chicago,IL,True,Hazardous,D,D78,True,False,False,#d9838d,G1700310420600,241075.85349,0.98962
1191,Census tract,Tract 4207,17031420700,"$38,076","$3,856",1517,Chicago,IL,True,Hazardous,D,D75,True,False,False,#d9838d,G1700310420700,642878.34076,0.98824
1192,Census tract,Tract 4207,17031420700,"$38,076","$3,856",1518,Chicago,IL,True,Hazardous,D,D78,True,False,False,#d9838d,G1700310420700,7649.67825,0.01176
1193,Census tract,Tract 4208,17031420800,"$47,540","$20,453",1504,Chicago,IL,True,Definitely Declining,C,C217,True,False,False,#ffff00,G1700310420800,4496.64225,0.01294
1194,Census tract,Tract 4208,17031420800,"$47,540","$20,453",1505,Chicago,IL,True,Definitely Declining,C,C219,True,False,False,#ffff00,G1700310420800,186.46449,0.00054
1195,Census tract,Tract 4208,17031420800,"$47,540","$20,453",1517,Chicago,IL,True,Hazardous,D,D75,True,False,False,#d9838d,G1700310420800,14461.40629,0.0416
1196,Census tract,Tract 4208,17031420800,"$47,540","$20,453",1518,Chicago,IL,True,Hazardous,D,D78,True,False,False,#d9838d,G1700310420800,230.45005,0.00066
1197,Census tract,Tract 4208,17031420800,"$47,540","$20,453",1506,Chicago,IL,True,Hazardous,D,D79,True,False,False,#d9838d,G1700310420800,327903.43078,0.94333
1198,Census tract,Tract 4212,17031421200,"$45,550","$34,289",1517,Chicago,IL,True,Hazardous,D,D75,True,False,False,#d9838d,G1700310421200,244559.33944,0.75076
1199,Census tract,Tract 4301.01,17031430101,"$31,875","$15,067",1512,Chicago,IL,True,Still Desirable,B,B110,True,False,False,#7cb5bd,G1700310430101,307461.69786,0.94001
1200,Census tract,Tract 4301.01,17031430101,"$31,875","$15,067",1513,Chicago,IL,True,Still Desirable,B,B111,True,False,False,#7cb5bd,G1700310430101,16665.73976,0.05095
1201,Census tract,Tract 4301.02,17031430102,"$52,955","$23,983",1512,Chicago,IL,True,Still Desirable,B,B110,True,False,False,#7cb5bd,G1700310430102,154843.41659,0.341
1202,Census tract,Tract 4301.02,17031430102,"$52,955","$23,983",1513,Chicago,IL,True,Still Desirable,B,B111,True,False,False,#7cb5bd,G1700310430102,5334.51538,0.01175
1203,Census tract,Tract 4301.02,17031430102,"$52,955","$23,983",1580,Chicago,IL,True,Definitely Declining,C,C244,True,False,False,#ffff00,G1700310430102,264.81305,0.00058
1204,Census tract,Tract 4302,17031430200,"$54,479","$24,061",1509,Chicago,IL,True,Still Desirable,B,B108,True,False,False,#7cb5bd,G1700310430200,118128.70869,0.17862
1205,Census tract,Tract 4302,17031430200,"$54,479","$24,061",1511,Chicago,IL,True,Still Desirable,B,B109,True,False,False,#7cb5bd,G1700310430200,274438.44471,0.41497
1206,Census tract,Tract 4302,17031430200,"$54,479","$24,061",1512,Chicago,IL,True,Still Desirable,B,B110,True,False,False,#7cb5bd,G1700310430200,22364.52212,0.03382
1207,Census tract,Tract 4302,17031430200,"$54,479","$24,061",1513,Chicago,IL,True,Still Desirable,B,B111,True,False,False,#7cb5bd,G1700310430200,1812.78534,0.00274
1208,Census tract,Tract 4302,17031430200,"$54,479","$24,061",1515,Chicago,IL,True,Definitely Declining,C,C238,True,False,False,#ffff00,G1700310430200,10463.32656,0.01582
1209,Census tract,Tract 4302,17031430200,"$54,479","$24,061",1510,Chicago,IL,True,Definitely Declining,C,C239,True,False,False,#ffff00,G1700310430200,179583.13461,0.27154
1210,Census tract,Tract 4302,17031430200,"$54,479","$24,061",1514,Chicago,IL,True,Definitely Declining,C,C240,True,False,False,#ffff00,G1700310430200,54555.26652,0.08249
1211,Census tract,Tract 4303,17031430300,"$38,542","$14,553",1509,Chicago,IL,True,Still Desirable,B,B108,True,False,False,#7cb5bd,G1700310430300,170824.63234,0.42061
1212,Census tract,Tract 4303,17031430300,"$38,542","$14,553",1515,Chicago,IL,True,Definitely Declining,C,C238,True,False,False,#ffff00,G1700310430300,235306.73221,0.57939
1213,Census tract,Tract 4304,17031430400,"$41,964","$27,691",1515,Chicago,IL,True,Definitely Declining,C,C238,True,False,False,#ffff00,G1700310430400,477883.14164,0.87247
1214,Census tract,Tract 4304,17031430400,"$41,964","$27,691",1516,Chicago,IL,True,Hazardous,D,D89,True,False,False,#d9838d,G1700310430400,69633.68881,0.12713
1215,Census tract,Tract 4305,17031430500,"$33,322","$14,250",1513,Chicago,IL,True,Still Desirable,B,B111,True,False,False,#7cb5bd,G1700310430500,12469.13047,0.03637
1216,Census tract,Tract 4305,17031430500,"$33,322","$14,250",1515,Chicago,IL,True,Definitely Declining,C,C238,True,False,False,#ffff00,G1700310430500,13671.01661,0.03988
1217,Census tract,Tract 4305,17031430500,"$33,322","$14,250",1514,Chicago,IL,True,Definitely Declining,C,C240,True,False,False,#ffff00,G1700310430500,316691.58896,0.92375
1218,Census tract,Tract 4306,17031430600,"$43,479","$8,240",1512,Chicago,IL,True,Still Desirable,B,B110,True,False,False,#7cb5bd,G1700310430600,52.13732,0.00016
1219,Census tract,Tract 4306,17031430600,"$43,479","$8,240",1513,Chicago,IL,True,Still Desirable,B,B111,True,False,False,#7cb5bd,G1700310430600,330770.29147,0.99222
1220,Census tract,Tract 4306,17031430600,"$43,479","$8,240",1580,Chicago,IL,True,Definitely Declining,C,C244,True,False,False,#ffff00,G1700310430600,2535.66252,0.00761
1221,Census tract,Tract 4307,17031430700,"$32,786","$13,483",1513,Chicago,IL,True,Still Desirable,B,B111,True,False,False,#7cb5bd,G1700310430700,38970.00433,0.2057
1222,Census tract,Tract 4307,17031430700,"$32,786","$13,483",1580,Chicago,IL,True,Definitely Declining,C,C244,True,False,False,#ffff00,G1700310430700,125067.23226,0.66016
1223,Census tract,Tract 4308,17031430800,"$61,750","$16,517",1513,Chicago,IL,True,Still Desirable,B,B111,True,False,False,#7cb5bd,G1700310430800,312083.09302,0.95126
1224,Census tract,Tract 4308,17031430800,"$61,750","$16,517",1574,Chicago,IL,True,Definitely Declining,C,C241,True,False,False,#ffff00,G1700310430800,15943.37101,0.0486
1225,Census tract,Tract 4308,17031430800,"$61,750","$16,517",1575,Chicago,IL,True,Definitely Declining,C,C242,True,False,False,#ffff00,G1700310430800,45.62376,0.00014
1226,Census tract,Tract 4309,17031430900,"$38,824","$14,093",1513,Chicago,IL,True,Still Desirable,B,B111,True,False,False,#7cb5bd,G1700310430900,9920.75171,0.02948
1227,Census tract,Tract 4309,17031430900,"$38,824","$14,093",1515,Chicago,IL,True,Definitely Declining,C,C238,True,False,False,#ffff00,G1700310430900,13947.48089,0.04145
1228,Census tract,Tract 4309,17031430900,"$38,824","$14,093",1514,Chicago,IL,True,Definitely Declining,C,C240,True,False,False,#ffff00,G1700310430900,239769.12188,0.71251
1229,Census tract,Tract 4309,17031430900,"$38,824","$14,093",1574,Chicago,IL,True,Definitely Declining,C,C241,True,False,False,#ffff00,G1700310430900,18860.05665,0.05605
1231,Census tract,Tract 4312,17031431200,"$58,661","$10,175",1574,Chicago,IL,True,Definitely Declining,C,C241,True,False,False,#ffff00,G1700310431200,640147.32394,0.97688
1232,Census tract,Tract 4312,17031431200,"$58,661","$10,175",1575,Chicago,IL,True,Definitely Declining,C,C242,True,False,False,#ffff00,G1700310431200,610.12065,0.00093
1233,Census tract,Tract 4312,17031431200,"$58,661","$10,175",1577,Chicago,IL,True,Definitely Declining,C,C245,True,False,False,#ffff00,G1700310431200,14539.04743,0.02219
1234,Census tract,Tract 4313.01,17031431301,"$47,235","$13,363",1574,Chicago,IL,True,Definitely Declining,C,C241,True,False,False,#ffff00,G1700310431301,1223.64354,0.00303
1235,Census tract,Tract 4313.01,17031431301,"$47,235","$13,363",1575,Chicago,IL,True,Definitely Declining,C,C242,True,False,False,#ffff00,G1700310431301,155390.02811,0.38461
1236,Census tract,Tract 4313.01,17031431301,"$47,235","$13,363",1576,Chicago,IL,True,Definitely Declining,C,C243,True,False,False,#ffff00,G1700310431301,229018.54994,0.56684
1237,Census tract,Tract 4313.01,17031431301,"$47,235","$13,363",1580,Chicago,IL,True,Definitely Declining,C,C244,True,False,False,#ffff00,G1700310431301,14465.35318,0.0358
1238,Census tract,Tract 4313.01,17031431301,"$47,235","$13,363",1577,Chicago,IL,True,Definitely Declining,C,C245,True,False,False,#ffff00,G1700310431301,3712.32129,0.00919
1239,Census tract,Tract 4313.01,17031431301,"$47,235","$13,363",1579,Chicago,IL,True,Hazardous,D,D90,True,False,False,#d9838d,G1700310431301,214.19385,0.00053
1240,Census tract,Tract 4313.02,17031431302,"$32,083","$19,385",1513,Chicago,IL,True,Still Desirable,B,B111,True,False,False,#7cb5bd,G1700310431302,151007.7105,0.34522
1241,Census tract,Tract 4313.02,17031431302,"$32,083","$19,385",1574,Chicago,IL,True,Definitely Declining,C,C241,True,False,False,#ffff00,G1700310431302,39.50691,9e-05
1242,Census tract,Tract 4313.02,17031431302,"$32,083","$19,385",1575,Chicago,IL,True,Definitely Declining,C,C242,True,False,False,#ffff00,G1700310431302,159357.74112,0.36431
1243,Census tract,Tract 4313.02,17031431302,"$32,083","$19,385",1576,Chicago,IL,True,Definitely Declining,C,C243,True,False,False,#ffff00,G1700310431302,116898.89537,0.26725
1244,Census tract,Tract 4313.02,17031431302,"$32,083","$19,385",1580,Chicago,IL,True,Definitely Declining,C,C244,True,False,False,#ffff00,G1700310431302,10117.43172,0.02313
1245,Census tract,Tract 4314,17031431400,"$48,529","$10,624",1513,Chicago,IL,True,Still Desirable,B,B111,True,False,False,#7cb5bd,G1700310431400,11.95212,1e-05
1246,Census tract,Tract 4314,17031431400,"$48,529","$10,624",1576,Chicago,IL,True,Definitely Declining,C,C243,True,False,False,#ffff00,G1700310431400,0.72866,0.0
1247,Census tract,Tract 4314,17031431400,"$48,529","$10,624",1580,Chicago,IL,True,Definitely Declining,C,C244,True,False,False,#ffff00,G1700310431400,532127.05215,0.49045
1248,Census tract,Tract 4401.01,17031440101,"$31,894","$6,990",1521,Chicago,IL,True,Still Desirable,B,B119,True,False,False,#7cb5bd,G1700310440101,2713.09312,0.0072
1249,Census tract,Tract 4401.01,17031440101,"$31,894","$6,990",1523,Chicago,IL,True,Still Desirable,B,B120,True,False,False,#7cb5bd,G1700310440101,315971.69562,0.83811
1250,Census tract,Tract 4401.01,17031440101,"$31,894","$6,990",1519,Chicago,IL,True,Definitely Declining,C,C237,True,False,False,#ffff00,G1700310440101,8282.24836,0.02197
1251,Census tract,Tract 4401.01,17031440101,"$31,894","$6,990",1516,Chicago,IL,True,Hazardous,D,D89,True,False,False,#d9838d,G1700310440101,40295.60655,0.10688
1252,Census tract,Tract 4401.02,17031440102,"$31,563","$6,938",1521,Chicago,IL,True,Still Desirable,B,B119,True,False,False,#7cb5bd,G1700310440102,489.2204,0.00078
1253,Census tract,Tract 4401.02,17031440102,"$31,563","$6,938",1523,Chicago,IL,True,Still Desirable,B,B120,True,False,False,#7cb5bd,G1700310440102,429880.15881,0.68506
1254,Census tract,Tract 4401.02,17031440102,"$31,563","$6,938",1562,Chicago,IL,True,Definitely Declining,C,C246,True,False,False,#ffff00,G1700310440102,3569.84179,0.00569
1256,Census tract,Tract 4402.01,17031440201,"$39,897","$11,709",1521,Chicago,IL,True,Still Desirable,B,B119,True,False,False,#7cb5bd,G1700310440201,519751.8804,0.97798
1257,Census tract,Tract 4402.01,17031440201,"$39,897","$11,709",1520,Chicago,IL,True,Definitely Declining,C,C236,True,False,False,#ffff00,G1700310440201,1832.93054,0.00345
1258,Census tract,Tract 4402.01,17031440201,"$39,897","$11,709",1519,Chicago,IL,True,Definitely Declining,C,C237,True,False,False,#ffff00,G1700310440201,9869.17524,0.01857
1259,Census tract,Tract 4402.02,17031440202,"$34,651","$4,966",1522,Chicago,IL,True,Still Desirable,B,B118,True,False,False,#7cb5bd,G1700310440202,349651.97568,0.4473
1260,Census tract,Tract 4402.02,17031440202,"$34,651","$4,966",1521,Chicago,IL,True,Still Desirable,B,B119,True,False,False,#7cb5bd,G1700310440202,124603.63646,0.1594
1261,Census tract,Tract 4402.02,17031440202,"$34,651","$4,966",1523,Chicago,IL,True,Still Desirable,B,B120,True,False,False,#7cb5bd,G1700310440202,160671.84022,0.20554
1262,Census tract,Tract 4402.02,17031440202,"$34,651","$4,966",1562,Chicago,IL,True,Definitely Declining,C,C246,True,False,False,#ffff00,G1700310440202,2729.5477,0.00349
1263,Census tract,Tract 4403,17031440300,"$59,227","$11,894",1522,Chicago,IL,True,Still Desirable,B,B118,True,False,False,#7cb5bd,G1700310440300,799527.1369,0.61734
1264,Census tract,Tract 4403,17031440300,"$59,227","$11,894",1521,Chicago,IL,True,Still Desirable,B,B119,True,False,False,#7cb5bd,G1700310440300,1026.01866,0.00079
1265,Census tract,Tract 4403,17031440300,"$59,227","$11,894",1520,Chicago,IL,True,Definitely Declining,C,C236,True,False,False,#ffff00,G1700310440300,494269.52635,0.38164
1266,Census tract,Tract 4403,17031440300,"$59,227","$11,894",1562,Chicago,IL,True,Definitely Declining,C,C246,True,False,False,#ffff00,G1700310440300,284.79282,0.00022
1267,Census tract,Tract 4406,17031440600,"$68,102","$10,669",1522,Chicago,IL,True,Still Desirable,B,B118,True,False,False,#7cb5bd,G1700310440600,1562.09055,0.00234
1268,Census tract,Tract 4406,17031440600,"$68,102","$10,669",1562,Chicago,IL,True,Definitely Declining,C,C246,True,False,False,#ffff00,G1700310440600,520899.12077,0.7814
1269,Census tract,Tract 4406,17031440600,"$68,102","$10,669",1560,Chicago,IL,True,Hazardous,D,D97,True,False,False,#d9838d,G1700310440600,42163.04277,0.06325
1271,Census tract,Tract 4407,17031440700,"$81,705","$47,361",1522,Chicago,IL,True,Still Desirable,B,B118,True,False,False,#7cb5bd,G1700310440700,1255.27571,0.00383
1272,Census tract,Tract 4407,17031440700,"$81,705","$47,361",1562,Chicago,IL,True,Definitely Declining,C,C246,True,False,False,#ffff00,G1700310440700,326079.28709,0.99578
1273,Census tract,Tract 4408,17031440800,"$26,890","$10,638",1562,Chicago,IL,True,Definitely Declining,C,C246,True,False,False,#ffff00,G1700310440800,221175.10668,0.79239
1274,Census tract,Tract 4408,17031440800,"$26,890","$10,638",1563,Chicago,IL,True,Hazardous,D,D98,True,False,False,#d9838d,G1700310440800,36744.53136,0.13164
1276,Census tract,Tract 4409,17031440900,"$56,875","$26,436",1562,Chicago,IL,True,Definitely Declining,C,C246,True,False,False,#ffff00,G1700310440900,461960.04316,0.62206
1277,Census tract,Tract 4409,17031440900,"$56,875","$26,436",1563,Chicago,IL,True,Hazardous,D,D98,True,False,False,#d9838d,G1700310440900,207689.19489,0.27967
1278,Census tract,Tract 4503,17031450300,"$45,869","$14,420",1570,Chicago,IL,True,Still Desirable,B,B121,True,False,False,#7cb5bd,G1700310450300,753628.39217,0.5514
1279,Census tract,Tract 4503,17031450300,"$45,869","$14,420",1569,Chicago,IL,True,Definitely Declining,C,C247,True,False,False,#ffff00,G1700310450300,175.64335,0.00013
1280,Census tract,Tract 4503,17031450300,"$45,869","$14,420",1571,Chicago,IL,True,Definitely Declining,C,C248,True,False,False,#ffff00,G1700310450300,2728.00989,0.002
1281,Census tract,Tract 4601,17031460100,"$42,434","$15,416",1576,Chicago,IL,True,Definitely Declining,C,C243,True,False,False,#ffff00,G1700310460100,981.72775,0.00032
1282,Census tract,Tract 4601,17031460100,"$42,434","$15,416",1580,Chicago,IL,True,Definitely Declining,C,C244,True,False,False,#ffff00,G1700310460100,56627.05214,0.01866
1283,Census tract,Tract 4601,17031460100,"$42,434","$15,416",1582,Chicago,IL,True,Hazardous,D,D100,True,False,False,#d9838d,G1700310460100,63678.19123,0.02098
1284,Census tract,Tract 4601,17031460100,"$42,434","$15,416",1579,Chicago,IL,True,Hazardous,D,D90,True,False,False,#d9838d,G1700310460100,519110.07484,0.17104
1286,Census tract,Tract 4602,17031460200,"$29,022","$3,457",1582,Chicago,IL,True,Hazardous,D,D100,True,False,False,#d9838d,G1700310460200,468398.96251,0.7803
1287,Census tract,Tract 4602,17031460200,"$29,022","$3,457",1579,Chicago,IL,True,Hazardous,D,D90,True,False,False,#d9838d,G1700310460200,2631.32572,0.00438
1288,Census tract,Tract 4602,17031460200,"$29,022","$3,457",1581,Chicago,IL,True,Hazardous,D,D99,True,False,False,#d9838d,G1700310460200,2484.33122,0.00414
1290,Census tract,Tract 4603.01,17031460301,"$44,464","$21,075",1582,Chicago,IL,True,Hazardous,D,D100,True,False,False,#d9838d,G1700310460301,12071.4658,0.02486
1291,Census tract,Tract 4603.01,17031460301,"$44,464","$21,075",1581,Chicago,IL,True,Hazardous,D,D99,True,False,False,#d9838d,G1700310460301,473540.6332,0.97514
1292,Census tract,Tract 4603.02,17031460302,"$48,263","$39,267",1576,Chicago,IL,True,Definitely Declining,C,C243,True,False,False,#ffff00,G1700310460302,1915.09672,0.00295
1293,Census tract,Tract 4603.02,17031460302,"$48,263","$39,267",1582,Chicago,IL,True,Hazardous,D,D100,True,False,False,#d9838d,G1700310460302,3760.61814,0.0058
1294,Census tract,Tract 4603.02,17031460302,"$48,263","$39,267",1579,Chicago,IL,True,Hazardous,D,D90,True,False,False,#d9838d,G1700310460302,486834.5701,0.75032
1295,Census tract,Tract 4603.02,17031460302,"$48,263","$39,267",1581,Chicago,IL,True,Hazardous,D,D99,True,False,False,#d9838d,G1700310460302,156324.08737,0.24093
1296,Census tract,Tract 4604,17031460400,"$70,169","$28,477",1577,Chicago,IL,True,Definitely Declining,C,C245,True,False,False,#ffff00,G1700310460400,282492.7962,0.43292
1297,Census tract,Tract 4604,17031460400,"$70,169","$28,477",1579,Chicago,IL,True,Hazardous,D,D90,True,False,False,#d9838d,G1700310460400,1112.18358,0.0017
1298,Census tract,Tract 4604,17031460400,"$70,169","$28,477",1581,Chicago,IL,True,Hazardous,D,D99,True,False,False,#d9838d,G1700310460400,325351.48122,0.4986
1299,Census tract,Tract 4605,17031460500,"$52,768","$5,932",1577,Chicago,IL,True,Definitely Declining,C,C245,True,False,False,#ffff00,G1700310460500,937698.7843,0.73417
1300,Census tract,Tract 4605,17031460500,"$52,768","$5,932",1572,Chicago,IL,True,Definitely Declining,C,C249,True,False,False,#ffff00,G1700310460500,259756.66608,0.20338
1301,Census tract,Tract 4605,17031460500,"$52,768","$5,932",1581,Chicago,IL,True,Hazardous,D,D99,True,False,False,#d9838d,G1700310460500,7502.95788,0.00587
1302,Census tract,Tract 4608,17031460800,"$36,812","$7,206",1582,Chicago,IL,True,Hazardous,D,D100,True,False,False,#d9838d,G1700310460800,227864.6154,0.33351
1303,Census tract,Tract 4608,17031460800,"$36,812","$7,206",1581,Chicago,IL,True,Hazardous,D,D99,True,False,False,#d9838d,G1700310460800,341337.88607,0.49959
1304,Census tract,Tract 4610,17031461000,"$14,601","$4,340",1582,Chicago,IL,True,Hazardous,D,D100,True,False,False,#d9838d,G1700310461000,384970.67939,0.61947
1305,Census tract,Tract 4610,17031461000,"$14,601","$4,340",1581,Chicago,IL,True,Hazardous,D,D99,True,False,False,#d9838d,G1700310461000,59614.5198,0.09593
1307,Census tract,Tract 4701,17031470100,"$47,054","$13,701",1562,Chicago,IL,True,Definitely Declining,C,C246,True,False,False,#ffff00,G1700310470100,27272.23254,0.01716
1308,Census tract,Tract 4701,17031470100,"$47,054","$13,701",1563,Chicago,IL,True,Hazardous,D,D98,True,False,False,#d9838d,G1700310470100,735723.81555,0.463
1310,Census tract,Tract 4801,17031480100,"$72,625","$10,830",1569,Chicago,IL,True,Definitely Declining,C,C247,True,False,False,#ffff00,G1700310480100,2360.88431,0.00358
1311,Census tract,Tract 4801,17031480100,"$72,625","$10,830",1571,Chicago,IL,True,Definitely Declining,C,C248,True,False,False,#ffff00,G1700310480100,59421.22292,0.09008
1312,Census tract,Tract 4802,17031480200,"$52,132","$35,155",1569,Chicago,IL,True,Definitely Declining,C,C247,True,False,False,#ffff00,G1700310480200,231722.7422,0.80992
1314,Census tract,Tract 4803,17031480300,"$55,772","$9,062",1569,Chicago,IL,True,Definitely Declining,C,C247,True,False,False,#ffff00,G1700310480300,208165.13416,0.50072
1315,Census tract,Tract 4803,17031480300,"$55,772","$9,062",1563,Chicago,IL,True,Hazardous,D,D98,True,False,False,#d9838d,G1700310480300,177306.58242,0.42649
1317,Census tract,Tract 4804,17031480400,"$70,232","$13,940",1569,Chicago,IL,True,Definitely Declining,C,C247,True,False,False,#ffff00,G1700310480400,2229.89885,0.00123
1318,Census tract,Tract 4804,17031480400,"$70,232","$13,940",1571,Chicago,IL,True,Definitely Declining,C,C248,True,False,False,#ffff00,G1700310480400,96454.97738,0.05329
1319,Census tract,Tract 4804,17031480400,"$70,232","$13,940",1572,Chicago,IL,True,Definitely Declining,C,C249,True,False,False,#ffff00,G1700310480400,554485.91324,0.30636
1320,Census tract,Tract 4804,17031480400,"$70,232","$13,940",1563,Chicago,IL,True,Hazardous,D,D98,True,False,False,#d9838d,G1700310480400,146191.49064,0.08077
1321,Census tract,Tract 4805,17031480500,"$60,700","$41,972",1572,Chicago,IL,True,Definitely Declining,C,C249,True,False,False,#ffff00,G1700310480500,598168.9787,0.43871
1322,Census tract,Tract 4805,17031480500,"$60,700","$41,972",1582,Chicago,IL,True,Hazardous,D,D100,True,False,False,#d9838d,G1700310480500,6645.77984,0.00487
1324,Census tract,Tract 4902,17031490200,"$60,741","$15,359",1562,Chicago,IL,True,Definitely Declining,C,C246,True,False,False,#ffff00,G1700310490200,201188.26904,0.23113
1325,Census tract,Tract 4902,17031490200,"$60,741","$15,359",1559,Chicago,IL,True,Definitely Declining,C,C262,True,False,False,#ffff00,G1700310490200,6210.68737,0.00714
1326,Census tract,Tract 4902,17031490200,"$60,741","$15,359",1560,Chicago,IL,True,Hazardous,D,D97,True,False,False,#d9838d,G1700310490200,605806.62503,0.69598
1327,Census tract,Tract 4902,17031490200,"$60,741","$15,359",1563,Chicago,IL,True,Hazardous,D,D98,True,False,False,#d9838d,G1700310490200,50090.82602,0.05755
1330,Census tract,Tract 4905,17031490500,"$87,917","$16,155",1557,Chicago,IL,True,Still Desirable,B,B129,True,False,False,#7cb5bd,G1700310490500,83792.18913,0.05884
1331,Census tract,Tract 4905,17031490500,"$87,917","$16,155",1562,Chicago,IL,True,Definitely Declining,C,C246,True,False,False,#ffff00,G1700310490500,1067.42361,0.00075
1332,Census tract,Tract 4905,17031490500,"$87,917","$16,155",1554,Chicago,IL,True,Definitely Declining,C,C261,True,False,False,#ffff00,G1700310490500,43136.12604,0.03029
1333,Census tract,Tract 4905,17031490500,"$87,917","$16,155",1559,Chicago,IL,True,Definitely Declining,C,C262,True,False,False,#ffff00,G1700310490500,388818.53189,0.27303
1334,Census tract,Tract 4905,17031490500,"$87,917","$16,155",1563,Chicago,IL,True,Hazardous,D,D98,True,False,False,#d9838d,G1700310490500,1432.16992,0.00101
1337,Census tract,Tract 4906,17031490600,"$71,498","$6,084",1556,Chicago,IL,True,Definitely Declining,C,C259,True,False,False,#ffff00,G1700310490600,42592.85335,0.06235
1338,Census tract,Tract 4906,17031490600,"$71,498","$6,084",1555,Chicago,IL,True,Definitely Declining,C,C260,True,False,False,#ffff00,G1700310490600,121475.61264,0.17783
1339,Census tract,Tract 4906,17031490600,"$71,498","$6,084",1554,Chicago,IL,True,Definitely Declining,C,C261,True,False,False,#ffff00,G1700310490600,13160.25262,0.01927
1340,Census tract,Tract 4907,17031490700,"$41,667","$21,224",1556,Chicago,IL,True,Definitely Declining,C,C259,True,False,False,#ffff00,G1700310490700,163073.74223,0.25488
1341,Census tract,Tract 4907,17031490700,"$41,667","$21,224",1555,Chicago,IL,True,Definitely Declining,C,C260,True,False,False,#ffff00,G1700310490700,466703.26025,0.72944
1342,Census tract,Tract 4907,17031490700,"$41,667","$21,224",1554,Chicago,IL,True,Definitely Declining,C,C261,True,False,False,#ffff00,G1700310490700,2351.47474,0.00368
1343,Census tract,Tract 4907,17031490700,"$41,667","$21,224",1551,Chicago,IL,True,Definitely Declining,C,C264,True,False,False,#ffff00,G1700310490700,7682.10077,0.01201
1344,Census tract,Tract 4908,17031490800,"$65,929","$19,968",1557,Chicago,IL,True,Still Desirable,B,B129,True,False,False,#7cb5bd,G1700310490800,548209.7979,0.50712
1345,Census tract,Tract 4908,17031490800,"$65,929","$19,968",1555,Chicago,IL,True,Definitely Declining,C,C260,True,False,False,#ffff00,G1700310490800,1377.09481,0.00127
1346,Census tract,Tract 4908,17031490800,"$65,929","$19,968",1554,Chicago,IL,True,Definitely Declining,C,C261,True,False,False,#ffff00,G1700310490800,350922.45877,0.32462
1347,Census tract,Tract 4908,17031490800,"$65,929","$19,968",1559,Chicago,IL,True,Definitely Declining,C,C262,True,False,False,#ffff00,G1700310490800,135056.63944,0.12493
1348,Census tract,Tract 4908,17031490800,"$65,929","$19,968",1551,Chicago,IL,True,Definitely Declining,C,C264,True,False,False,#ffff00,G1700310490800,100.83094,9e-05
1349,Census tract,Tract 4908,17031490800,"$65,929","$19,968",1558,Chicago,IL,True,Hazardous,D,D113,True,False,False,#d9838d,G1700310490800,2296.47917,0.00212
