State,Year,Law Passed,Law Link,Law Description,my_label,Reasoning,model_label,pro_immigration_score,top_trigger_words
Illinois,2025,HB3049 - MARRIAGE-SOLEMNIZATION,https://legiscan.com/IL/bill/HB3049/2025,"Amends the Illinois Marriage and Dissolution of Marriage Act. Provides that a marriage may be solemnized either by an officiant or by both parties to the marriage themselves acting without an officiant. Requires that on or before January 1, 2026, all State and county forms, websites, and other public communications shall be updated to reflect and clarify the existence of both officiant solemnization and self-solemnization options for marriage solemnization.",,,Pro-Immigration,0.5134,"illinois, 2026, forms, shall, requires"
Illinois,2025,HR0083 - TRUST ACT-REPEAL,https://legiscan.com/IL/bill/HR0083/2025,Urges the repeal of the TRUST Act and urges Illinois to work with federal immigration authorities to protect our citizens and State.,,,Pro-Immigration,0.5252,"illinois, immigration, federal, work"
Illinois,2025,SR0076 - MEMORIAL-T. LANAGAN-ROBINSON,https://legiscan.com/IL/bill/SR0076/2025,Mourns the death of Tangie Lutisha Lanagan-Robinson.,,,Pro-Immigration,0.5081,
Illinois,2025,SR0110 - MEMORIAL-ROBERT ERICKSEN,https://legiscan.com/IL/bill/SR0110/2025,"Mourns the death of Robert Carl ""Bob"" Ericksen.",,,Pro-Immigration,0.5081,
Illinois,2025,HJR0016 - NEW ILLINOIS-51ST STATE,https://legiscan.com/IL/bill/HJR0016/2025,"Urges the United States Congress to take action to declare the 101 counties of downstate Illinois, along with outlying areas of Cook County wishing to be included, the 51st state of the United States of America and separate it from the rest of Illinois.",,,Pro-Immigration,0.5232,"illinois, united states, united, states"
Illinois,2025,HR0366 - COMMENDS-THE SELFHELP HOME,https://legiscan.com/IL/bill/HR0366/2025,Commends The Selfhelp Home for its 87 years of contributions and service to the people of the State of Illinois.,,,Pro-Immigration,0.5226,"illinois, people, home, service"
Illinois,2025,SR0448 - MEMORIAL-MARIO A. PASIN,https://legiscan.com/IL/bill/SR0448/2025,Mourns the passing of Mario A. Pasin.,,,Pro-Immigration,0.5081,
Illinois,2025,HB4237 - KATIE'S LAW,https://legiscan.com/IL/bill/HB4237/2025,"Amends the Illinois State Police Law. Provides that, if a noncitizen is convicted of a crime that results in death or great bodily harm, then the Illinois State Police shall deport the noncitizen to the noncitizen's country of origin after the noncitizen is released from a term of incarceration, unless the Illinois State Police cannot determine the noncitizen's country of origin. Provides that, if the Illinois State Police cannot determine the noncitizen's country of origin, then the Illinois State Police shall deport the noncitizen to the noncitizen's country of entry. Provides that, if the noncitizen was not sentenced to a term of incarceration, then the Illinois State Police shall deport the noncitizen after the noncitizen is sentenced. Defines ""country of entry"" and ""country of origin"". Amends the Illinois Administrative Procedure Act. Grants the Illinois State Police emergency rulemaking powers. Effective immediately.",,,Pro-Immigration,0.5269,"illinois, police, shall, administrative, crime"
Illinois,2026,SR0607 - MEMORIAL-REV. JANIS A. SHARPE,https://legiscan.com/IL/bill/SR0607/2025,Mourns the death of Reverend Janis Arlene Sharpe.,,,Pro-Immigration,0.5081,
Illinois,2026,SJR0060 - DAVE SANDERS WAY,https://legiscan.com/IL/bill/SJR0060/2025,"Designates the portion of Southwest Highway between 12600 and 13100 in Palos Park as ""Dave Sanders Way"".",,,Pro-Immigration,0.5081,
Illinois,2026,HR0833 - COMMENDS-THE SELFHELP HOME,https://legiscan.com/IL/bill/HR0833/2025,Commends The Selfhelp Home for its 88 years of contributions and service to the people of the State of Illinois.,,,Pro-Immigration,0.5226,"illinois, people, home, service"
Illinois,2026,HR0834 - MEMORIAL-DR. ANGELA MARTIN,https://legiscan.com/IL/bill/HR0834/2025,"Mourns the death of Dr. Angela Martin, a legendary gospel radio host, minister, and pillar of faith in the Chicago community.",,,Pro-Immigration,0.5162,community
Illinois,2025,HB3596 - WETLANDS PROTECTION ACT,https://legiscan.com/IL/bill/HB3596/2025,"Creates the Wetlands Protection Act. Provides that no person may discharge dredged or fill material into a State jurisdictional wetland except with a permit issued by the Department of Natural Resources. Exempts certain activities from the requirements of the Act. Sets forth procedures for individual permit applications and other related procedural requirements. Provides that the Department shall not issue an individual permit unless the Environmental Protection Agency certifies to the Department that there will not be a violation of State water quality standards. Provides that the Department may issue an after-the-fact permit in certain emergency circumstances. Sets forth financial assurance requirements. Authorizes the Department to adopt general permits under the Act. Provides that any person who intends to conduct a regulated activity may do so in accordance with a general permit issued by the Department, which pre-authorizes a category of activities with minimal adverse effects. Provides procedures and requirements regarding preconstruction notifications. Provides that certain entities may establish and operate a mitigation bank or in lieu fee program. Describes procedures and requirements for mitigation banks. Grants the Department rulemaking powers. Provides that the Department shall prepare certain reports and studies. Provides for the review of final decisions of the Department. Provides for investigations by the Department and enforcement by a State's Attorney or the Attorney General. Provides for a civil penalty not to exceed $10,000 per day of violation, with interest after judgment, and with certain costs, fees, and expenses, payable to the Wetlands Protection Fund. Provides that any person may file a complaint with the Illinois Pollution Control Board concerning a violation of the Act, a rule adopted under the Act, a condition of a permit issued under the Act, or an order of the Pollution Control Board issued under the Act. Provides for county and special district stormwater program authorities to control or regulate activities in any wetlands within their jurisdiction. Establishes the Wetlands Protection Fund. Provides that a permit review fee for all permit applications is to be set by the Department by rule. Makes corresponding changes to the State Finance Act. Makes findings. Defines terms. Effective immediately.",,,Anti-Immigration,0.4928,"department, act, person, 000, violation"
Illinois,2025,SB2401 - WETLANDS PROTECTION ACT,https://legiscan.com/IL/bill/SB2401/2025,"Creates the Wetlands Protection Act. Provides that no person may discharge dredged or fill material into a State jurisdictional wetland except with a permit issued by the Department of Natural Resources. Exempts certain activities from the requirements of the Act. Sets forth procedures for individual permit applications and other related procedural requirements. Provides that the Department shall not issue an individual permit unless the Environmental Protection Agency certifies to the Department that there will not be a violation of State water quality standards. Provides that the Department may issue an after-the-fact permit in certain emergency circumstances. Sets forth financial assurance requirements. Authorizes the Department to adopt general permits under the Act. Provides that any person who intends to conduct a regulated activity may do so in accordance with a general permit issued by the Department, which pre-authorizes a category of activities with minimal adverse effects. Provides procedures and requirements regarding preconstruction notifications. Provides that certain entities may establish and operate a mitigation bank or in lieu fee program. Describes procedures and requirements for mitigation banks. Grants the Department rulemaking powers. Provides that the Department shall prepare certain reports and studies. Provides for the review of final decisions of the Department. Provides for investigations by the Department and enforcement by a State's Attorney or the Attorney General. Provides for a civil penalty not to exceed $10,000 per day of violation, with interest after judgment, and with certain costs, fees, and expenses, payable to the Wetlands Protection Fund. Provides that any person may file a complaint with the Illinois Pollution Control Board concerning a violation of the Act, a rule adopted under the Act, a condition of a permit issued under the Act, or an order of the Pollution Control Board issued under the Act. Provides for county and special district stormwater program authorities to control or regulate activities in any wetlands within their jurisdiction. Establishes the Wetlands Protection Fund. Provides that a permit review fee for all permit applications is to be set by the Department by rule. Makes corresponding changes to the State Finance Act. Makes findings. Defines terms. Effective immediately.",,,Anti-Immigration,0.4928,"department, act, person, 000, violation"
California,2025,AB14 - Coastal resources: Protecting Blue Whales and Blue Skies Program.,https://legiscan.com/CA/bill/AB14/2025,"An act to add Chapter 3.3 (commencing with Section 35640) to Division 26.5 of the Public Resources Code, relating to coastal resources.",,,Anti-Immigration,0.4827,"chapter, section, act, relating, public"
California,2025,AB1448 - Coastal resources: California Coastal Sanctuary: tidelands and submerged lands: oil and gas development.,https://legiscan.com/CA/bill/AB1448/2025,"An act to amend Sections 6245 and 6804 of, and to repeal Section 6244 of, the Public Resources Code, relating to coastal resources.",,,Anti-Immigration,0.495,"section, act, relating, public"
California,2026,SJR12 - Proposed 2026–2031 National Outer Continental Shelf Oil and Gas Leasing Program: opposition.,https://legiscan.com/CA/bill/SJR12/2025,Relative to offshore drilling.,,,Pro-Immigration,0.5081,
California,2025,SR32 - Relative to birthright citizenship.,https://legiscan.com/CA/bill/SR32/2025,Relative to birthright citizenship.,,,Pro-Immigration,0.5172,citizenship
California,2025,AJR5 - Birthright citizenship.,https://legiscan.com/CA/bill/AJR5/2025,Relative to birthright citizenship.,,,Pro-Immigration,0.5172,citizenship
California,2026,AB1548 - Conservation: the Monterey Bay Area Stewardship Authority.,https://legiscan.com/CA/bill/AB1548/2025,"An act to add Title 7.27 (commencing with Section 66710) to the Government Code, relating to conservation.",,,Anti-Immigration,0.4934,"section, title, act, relating, 27"
California,2025,ACR103 - California Western Monarch Protection Week.,https://legiscan.com/CA/bill/ACR103/2025,Relative to California Western Monarch Protection Week.,,,Pro-Immigration,0.5339,california
California,2026,AB2114 - Public postsecondary education: nonresident tuition fee exemption: educational asylum program.,https://legiscan.com/CA/bill/AB2114/2025,"An act to add Section 68130.6 to the Education Code, relating to public postsecondary education.",,,Pro-Immigration,0.5167,"education, education code, code"
California,2026,SB658 - Real property impacted by the 2025 Eaton or Palisades Fires: notification of owner’s intent to sell.,https://legiscan.com/CA/bill/SB658/2025,"An act to add and repeal Article 1.6 (commencing with Section 1102.50) of Chapter 2 of Title 4 of Part 4 of Division 2 of the Civil Code, relating to real property.",,,Anti-Immigration,0.4782,"chapter, section, title, article, act"
California,2025,ACR98 - Law enforcement: immigration actions.,https://legiscan.com/CA/bill/ACR98/2025,Relative to law enforcement.,,,Pro-Immigration,0.5117,"enforcement, law enforcement"
California,2025,"SB105 - Budget Acts of 2021, 2023, 2024, and 2025.",https://legiscan.com/CA/bill/SB105/2025,"An act to amend the Budget Act of 2021 (Chapters 21, 69, and 240 of the Statutes of 2021) by amending Sections 19.57 and 39.10 of that act, to amend the Budget Act of 2023 (Chapters 12, 38, and 189 of the Statutes of 2023) by amending Sections 19.564 and 39.10 of that act, to amend the Budget Act of 2024 (Chapters 22, 35, and 994 of the Statutes of 2024) by amending Items 3540-104-6093, 6100-113-0890, 6100-220-0001, 6120-011-0001, 6980-101-0001, and 6980-101-8099 of, and repealing Item 6120-212-0001 of, Section 2.00 of, and amending Section 39.10 of, that act, and to amend the Budget Act of 2025 (Chapters 4 and 5 of the Statutes of 2025) by amending Items 0509-001-0001, 0509-101-0001, 0511-001-0001, 0530-001-0001, 0540-001-0001, 0540-103-0001, 0540-491, 0690-101-0001, 0690-102-0001, 0690-104-0001, 0977-490, 2240-107-0001, 2240-491, 2660-101-0001, 3340-001-0001, 3340-001-0318, 3340-001-3228, 3355-490, 3540-001-0001, 3540-001-3228, 3540-490, 3540-495, 3790-002-0001, 3790-101-0001, 3860-490, 3900-001-3237, 3900-002-3237, 4140-001-0143, 4140-491, 4260-001-0001, 4260-001-0890, 4260-001-3213, 4260-001-3362, 4260-101-0001, 4260-101-3451, 4265-001-0001, 4265-001-8141, 4265-111-0001, 4265-111-8141, 4265-490, 4440-011-0001, 4800-101-3381, 5180-001-0001, 5180-001-0890, 5180-101-0001, 5180-141-0001, 5180-141-0890, 5180-151-0001, 5180-151-0890, 5180-491, 5225-017-0001, 6100-001-0001, 6100-101-8141, 6100-110-0001, 6100-119-0890, 6100-125-0890, 6100-134-0890, 6100-136-0890, 6100-137-0890, 6100-156-0890, 6100-161-0890, 6100-194-0001, 6100-195-0890, 6100-196-0001, 6100-197-0890, 6100-220-0001, 6100-488, 6120-011-0001, 6120-011-0890, 6360-001-0407, 6440-001-0001, 6610-001-0001, 6870-301-6095, 6980-101-8099, 7760-101-0001, 8570-001-0001, 8570-101-0001, and 8940-001-0001 of, adding Items 0521-101-3228, 0540-001-6093, 0540-002-6093, 0540-101-6093, 0540-102-6093, 0650-001-6093, 0650-101-6093, 0690-008-6093, 0690-108-6093, 0977-491, 1111-001-0001, 1700-101-0001, 2240-493, 2660-301-0001, 2740-004-0044, 3125-002-6093, 3125-102-6093, 3340-001-6093, 3340-101-6093, 3360-001-3228, 3360-002-6093, 3360-003-6093, 3360-101-0001, 3360-101-3228, 3360-102-0001, 3360-102-6093, 3360-103-6093, 3480-001-6093, 3480-002-6093, 3480-003-6093, 3480-004-6093, 3480-101-0001, 3480-101-6093, 3480-102-6093, 3480-103-6093, 3480-104-6093, 3540-001-6093, 3540-003-6093, 3540-004-6093, 3540-006-6093, 3540-007-6093, 3540-008-6093, 3540-009-6093, 3540-101-6093, 3540-102-6093, 3540-103-6093, 3540-104-6093, 3540-105-6093, 3540-107-6093, 3540-108-6093, 3600-001-6093, 3600-002-6093, 3600-003-6093, 3600-004-6093, 3600-005-6093, 3600-102-0001, 3600-102-6093, 3640-001-6093, 3640-002-6093, 3640-101-6093, 3640-102-6093, 3640-103-6093, 3640-104-6093, 3640-105-6093, 3640-106-6093, 3640-107-6093, 3720-101-0001, 3760-001-6093, 3760-101-0001, 3760-101-6093, 3760-102-6093, 3790-001-6093, 3790-002-6093, 3790-003-6093, 3790-101-6093, 3790-102-6093, 3810-001-6093, 3810-003-6093, 3810-004-6093, 3810-005-6093, 3810-101-6093, 3810-103-6093, 3810-104-6093, 3810-105-6093, 3815-001-6093, 3825-001-6093, 3825-003-6093, 3825-101-6093, 3825-103-6093, 3830-001-6093, 3830-101-6093, 3835-001-6093, 3835-101-6093, 3845-002-6093, 3845-102-6093, 3850-001-6093, 3850-101-6093, 3855-001-6093, 3855-101-6093, 3855-103-6093, 3860-001-6093, 3860-002-6093, 3860-003-6093, 3860-004-6093, 3860-101-6093, 3860-102-0001, 3860-102-6093, 3860-103-6093, 3860-104-6093, 3860-105-6093, 3860-106-6093, 3860-301-6093, 3860-302-6093, 3875-001-6093, 3875-101-6093, 3900-101-3228, 3940-001-6093, 3940-002-6093, 3940-003-6093, 3940-004-6093, 3940-005-6093, 3940-006-6093, 3940-101-6093, 3940-102-6093, 3940-103-6093, 3940-104-6093, 3940-106-6093, 3960-101-0890, 4260-001-0143, 4700-001-6093, 5227-493, 6100-001-6093, 6100-001-8141, 6100-101-0001, 6100-101-6093, 6120-211-0890, 6120-495, 6870-119-0001, 7600-001-3418, 8120-490, 8570-001-6093, 8570-101-3228, and 8570-101-6093 to, and repealing Item 6120-212-0001 of, Section 2.00 of, amending Sections 3.61, 4.12, 39.00, 39.10, and 99.50 of, and adding Sections 91.00 and 92.00 to, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",,,Pro-Immigration,0.506,"102, 2025, 103, 10, 21"
California,2025,"AB105 - Budget Acts of 2021, 2023, 2024, and 2025.",https://legiscan.com/CA/bill/AB105/2025,"An act to amend the Budget Act of 2021 (Chapters 21, 69, and 240 of the Statutes of 2021) by amending Sections 19.57 and 39.10 of that act, to amend the Budget Act of 2023 (Chapters 12, 38, and 189 of the Statutes of 2023) by amending Sections 19.564 and 39.10 of that act, to amend the Budget Act of 2024 (Chapters 22, 35, and 994 of the Statutes of 2024) by amending Items 3540-104-6093, 6100-113-0890, 6100-220-0001, 6120-011-0001, 6980-101-0001, and 6980-101-8099 of, and repealing Item 6120-212-0001 of, Section 2.00 of, and amending Section 39.10 of, that act, and to amend the Budget Act of 2025 (Chapters 4 and 5 of the Statutes of 2025) by amending Items 0509-001-0001, 0509-101-0001, 0511-001-0001, 0530-001-0001, 0540-001-0001, 0540-103-0001, 0540-491, 0690-101-0001, 0690-102-0001, 0690-104-0001, 0977-490, 2240-107-0001, 2240-491, 2660-101-0001, 3340-001-0001, 3340-001-0318, 3340-001-3228, 3355-490, 3540-001-0001, 3540-001-3228, 3540-490, 3540-495, 3790-002-0001, 3790-101-0001, 3860-490, 3900-001-3237, 3900-002-3237, 4140-001-0143, 4140-491, 4260-001-0001, 4260-001-0890, 4260-001-3213, 4260-001-3362, 4260-101-0001, 4260-101-3451, 4265-001-0001, 4265-001-8141, 4265-111-0001, 4265-111-8141, 4265-490, 4440-011-0001, 4800-101-3381, 5180-001-0001, 5180-001-0890, 5180-101-0001, 5180-141-0001, 5180-141-0890, 5180-151-0001, 5180-151-0890, 5180-491, 5225-017-0001, 6100-001-0001, 6100-101-8141, 6100-110-0001, 6100-119-0890, 6100-125-0890, 6100-134-0890, 6100-136-0890, 6100-137-0890, 6100-156-0890, 6100-161-0890, 6100-194-0001, 6100-195-0890, 6100-196-0001, 6100-197-0890, 6100-220-0001, 6100-488, 6120-011-0001, 6120-011-0890, 6360-001-0407, 6440-001-0001, 6610-001-0001, 6870-301-6095, 6980-101-8099, 7760-101-0001, 8570-001-0001, 8570-101-0001, and 8940-001-0001 of, adding Items 0521-101-3228, 0540-001-6093, 0540-002-6093, 0540-101-6093, 0540-102-6093, 0650-001-6093, 0650-101-6093, 0690-008-6093, 0690-108-6093, 0977-491, 1111-001-0001, 1700-101-0001, 2240-493, 2660-301-0001, 2740-004-0044, 3125-002-6093, 3125-102-6093, 3340-001-6093, 3340-101-6093, 3360-001-3228, 3360-002-6093, 3360-003-6093, 3360-101-0001, 3360-101-3228, 3360-102-0001, 3360-102-6093, 3360-103-6093, 3480-001-6093, 3480-002-6093, 3480-003-6093, 3480-004-6093, 3480-101-0001, 3480-101-6093, 3480-102-6093, 3480-103-6093, 3480-104-6093, 3540-001-6093, 3540-003-6093, 3540-004-6093, 3540-006-6093, 3540-007-6093, 3540-008-6093, 3540-009-6093, 3540-101-6093, 3540-102-6093, 3540-103-6093, 3540-104-6093, 3540-105-6093, 3540-107-6093, 3540-108-6093, 3600-001-6093, 3600-002-6093, 3600-003-6093, 3600-004-6093, 3600-005-6093, 3600-102-0001, 3600-102-6093, 3640-001-6093, 3640-002-6093, 3640-101-6093, 3640-102-6093, 3640-103-6093, 3640-104-6093, 3640-105-6093, 3640-106-6093, 3640-107-6093, 3720-101-0001, 3760-001-6093, 3760-101-0001, 3760-101-6093, 3760-102-6093, 3790-001-6093, 3790-002-6093, 3790-003-6093, 3790-101-6093, 3790-102-6093, 3810-001-6093, 3810-003-6093, 3810-004-6093, 3810-005-6093, 3810-101-6093, 3810-103-6093, 3810-104-6093, 3810-105-6093, 3815-001-6093, 3825-001-6093, 3825-003-6093, 3825-101-6093, 3825-103-6093, 3830-001-6093, 3830-101-6093, 3835-001-6093, 3835-101-6093, 3845-002-6093, 3845-102-6093, 3850-001-6093, 3850-101-6093, 3855-001-6093, 3855-101-6093, 3855-103-6093, 3860-001-6093, 3860-002-6093, 3860-003-6093, 3860-004-6093, 3860-101-6093, 3860-102-0001, 3860-102-6093, 3860-103-6093, 3860-104-6093, 3860-105-6093, 3860-106-6093, 3860-301-6093, 3860-302-6093, 3875-001-6093, 3875-101-6093, 3900-101-3228, 3940-001-6093, 3940-002-6093, 3940-003-6093, 3940-004-6093, 3940-005-6093, 3940-006-6093, 3940-101-6093, 3940-102-6093, 3940-103-6093, 3940-104-6093, 3940-106-6093, 3960-101-0890, 4260-001-0143, 4700-001-6093, 5227-493, 6100-001-6093, 6100-001-8141, 6100-101-0001, 6100-101-6093, 6120-211-0890, 6120-495, 6870-119-0001, 7600-001-3418, 8120-490, 8570-001-6093, 8570-101-3228, and 8570-101-6093 to, and repealing Item 6120-212-0001 of, Section 2.00 of, amending Sections 3.61, 4.12, 39.00, 39.10, and 99.50 of, and adding Sections 91.00 and 92.00 to, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",,,Pro-Immigration,0.506,"102, 2025, 103, 10, 21"
Illinois,2025,HB0074 - NO PROBATION FOR SEX OFFENDERS,https://legiscan.com/IL/bill/HB0074/2025,"Amends the Unified Code of Corrections. Provides that a period of probation, a term of periodic imprisonment, or conditional discharge shall not be imposed for a felony offense that requires registration under the Sex Offender Registration Act.",,,Anti-Immigration,0.49,"felony, offense, probation, corrections, act"
Illinois,2025,HB1037 - FIREARM OFFENSES-HABITUAL CRIM,https://legiscan.com/IL/bill/HB1037/2025,"Amends the Criminal Code of 2012. Increases penalties for unlawful possession of weapons by felons or persons in the custody of the Department of Corrections facilities. Provides that a person commits unlawful sale or delivery of firearms when he or she knowingly: (1) sells or gives a firearm to a person who has been convicted of a felony or who is a streetgang member or (2) sells or gives a firearm that has been purchased or acquired out of state to a person who has been convicted of a felony or is a streetgang member. Provides that a violation is a Class 1 felony. Provides that a second or subsequent violation is non-probationable. Amends the Unified Code of Corrections. Deletes a provision that the first offense had to be committed when the person was 21 years of age or older to be adjudged a habitual criminal. Provides that a person who attained the age of 18 at the time of the third offense may be adjudged a habitual criminal. In the Class X sentencing provision for a defendant over 21 years of age who is convicted of a Class 1 or Class 2 felony after twice being convicted of a Class 1 or Class 2 felony, deletes a provision that the first offense had to be committed when the person was 21 years of age or older and deletes a provision that the offenses had to be forcible felonies. Exempts theft from this calculation.",,,Anti-Immigration,0.4884,"felony, class, person, offense, violation"
Illinois,2026,HR0693 - CONDEMNS-UKRAINE-RUSSIA WAR,https://legiscan.com/IL/bill/HR0693/2025,"Condemns the continued unlawful invasion and military occupation of Ukraine by the Russian Federation. Condemns the documented massacres and atrocities committed in Bucha, Irpin, Mariupol, Izium, and other Ukrainian communities. Condemns the forced deportation and kidnapping of Ukrainian children and calls for their immediate return to their families and to Ukraine. Calls upon the Russian Federation to immediately cease all violent military action against the people of Ukraine and to withdraw its forces from Ukrainian territory. Reaffirms support for human rights, democracy, and the sovereignty of nations.",,,Pro-Immigration,0.5223,"families, people, children, rights, human"
Illinois,2026,HB5024 - MUNI CD-DETENTION FACILITIES,https://legiscan.com/IL/bill/HB5024/2025,"Reinserts the provisions of the introduced bill with the following change. Specifies that the term ""detention center facility"" includes certain facilities of federal immigration authorities and units of government (rather than only facilities of federal immigration authorities). Effective immediately.",,,Pro-Immigration,0.5187,"immigration, federal, facilities, government, includes"
Illinois,2025,SR0087 - MEMORIAL-JAMES B. BLEYER,https://legiscan.com/IL/bill/SR0087/2025,"Mourns the death of James Bottomley ""Jim"" Bleyer.",,,Pro-Immigration,0.5081,
Illinois,2025,SB1881 - TRUST ACT-SCHOOLS,https://legiscan.com/IL/bill/SB1881/2025,"Amends the Illinois TRUST Act. Adds schools and school employees to provisions regarding law enforcement agencies and law enforcement officials. Defines ""school"".",,,Pro-Immigration,0.5512,"school, illinois, enforcement, schools, agencies"
Illinois,2025,HB3083 - TRUST ACT-SCHOOLS,https://legiscan.com/IL/bill/HB3083/2025,"Amends the Illinois TRUST Act. Adds schools and school employees to provisions regarding law enforcement agencies and law enforcement officials. Defines ""school"".",,,Pro-Immigration,0.5512,"school, illinois, enforcement, schools, agencies"
Illinois,2025,HR0475 - HISPANIC HERITAGE MONTH,https://legiscan.com/IL/bill/HR0475/2025,"Declares Hispanic Heritage Month from September 15 through October 15, 2025. Encourages all residents to participate in activities, ceremonies, and educational programs that honor the achievements and contributions of Hispanic and Latino Americans.",,,Pro-Immigration,0.5271,"educational, 2025, october, 15"
Illinois,2025,HB4209 - CRIM CD-PARENT RESPONSIBILITY,https://legiscan.com/IL/bill/HB4209/2025,"Amends the Criminal Code of 2012. Provides that it is unlawful for any parent, legal guardian, or other adult person having the care or custody of a minor, by any act or word, or the failure to act or by the lack of supervision and control over the minor to encourage, contribute toward, cause, or tend to cause the minor to commit an offense against the public peace, safety, and morals by reason of the activity of the minor within the State. Provides that it is unlawful for any parent, legal guardian, or other person having custody and care of any minor to assist, aid, abet, allow, permit, or encourage the minor to violate this provision, either by an overt act, by failing to act, or by lack of supervision and control over the minor. Provides that the trier of fact may infer that if a minor is apprehended while on any public streets, highways, alleys, or parks during hours of curfew, it is evidence of a violation of the provision on the part of the parents, legal guardian, or other person having custody or care of the minor. Establishes that a violation is a Class C misdemeanor punished by a fine not exceeding $2,000 or by imprisonment for a term not exceeding 30 days, or both. Defines terms. Amends the Juvenile Court Act of 1987 to make conforming changes. Contains a severability provision.",,,Anti-Immigration,0.4879,"act, evidence, person, 000, violation"
Illinois,2026,SB3653 - MUNI CD-DETENTION FACILITIES,https://legiscan.com/IL/bill/SB3653/2025,"Amends the Illinois Municipal Code. Provides that a detention center facility may not be located, constructed, or operated within 1,500 feet of the property boundaries of any school, day care center, day care home, cemetery, public park, forest preserve, public housing, private residence, or place of religious worship, regardless of address. Defines ""detention center facility"" and ""federal immigration authority"". Effective immediately.",,,Pro-Immigration,0.528,"school, illinois, day, day care, immigration"
Illinois,2026,HB5177 - FAM LAW-CUSTODY PRESUMPTIONS,https://legiscan.com/IL/bill/HB5177/2025,"Creates the Aligning Recommendations with Children's Actual Clinical and Emergency Needs and Determinations Act (ARC-ACEND). Provides that if a child who is the subject of a custody or parenting-time dispute has a serious medical condition, all recommendations made by guardian ad litem, child representative, evaluator, mediator, or other court-appointed officer are deemed provisional and may not be used by the court until a qualified medical provider certifies, in writing, that the recommendation is consistent with the child's clinical needs and medical best interests. Requires that if a qualified medical provider determines that a provisional recommendation is not consistent with the child's clinical needs or medical best interests, the recommendation must be modified to at least the minimum extent necessary to achieve consistency with the recommendations of the qualified medical provider. Provides that nothing in the Act may be construed to limit the court's authority to order additional or more protective modifications if consistent with the child's clinical needs or medical best interests, but the court may not impose less protective measures or measures inconsistent with the qualified medical provider's recommendations. Requires that if the court alters the recommended modifications of the qualified medical provider, it must rule in writing and specify the reasons for the alteration, and the qualified medical provider and the child's primary caregiver must be given an opportunity to respond before the order becomes final. Requires medical consistency for children with a serious medical condition to supersede all other considerations, including but not limited to, geography, parental preferences, logistical convenience or feasibility, or generalized notions of co-parenting balance. Provides that for any child with a serious medical condition, it is per se contrary to the child's medical best interests to be separated from a safe parent who is primarily or predominantly responsible for the child's day-to-day condition-related care, monitoring, or condition management. Provides that this presumption may be rebutted only by clear and convincing evidence, supported by qualified medical testimony, that separation is medically necessary for the child's safety or clinical well-being.",,,Pro-Immigration,0.5115,"child, day, children, order, qualified"
Illinois,2026,HR0801 - MEMORIAL-SAMUEL R. HARRIS,https://legiscan.com/IL/bill/HR0801/2025,"Mourns the passing of Samuel R. Harris, one of the youngest known survivors of the Holocaust.",,,Pro-Immigration,0.5081,
Illinois,2026,HB4372 - SCH CD-LATINE STUDIES,https://legiscan.com/IL/bill/HB4372/2025,"Amends the School Code. Requires every public elementary and high school to include in its curriculum the study of the contributions made by Latin Americans to the economic, cultural, social, and political development of the United States. Provides that the regional superintendent of schools shall monitor a school district's compliance with the requirement during the regional superintendent's annual compliance visit and make recommendations for improvement. Provides that the failure by a school district or school to comply with the requirement shall result in a written warning for the first offense, and if the school district or school continues to fail to comply with the requirements, the school district or school shall face disciplinary action at the discretion of the regional superintendent. Requires the State Superintendent of Education to prepare and make available to all school boards instructional materials and professional development opportunities that may be used as guidelines for the development of a Latin American unit of study. Effective August 1, 2026.",,,Pro-Immigration,0.5607,"school, district, superintendent, school district, education"
